work_year,salary_in_usd,employee_residence,company_size,job_group,_experience_level,_employment_type,_remote_ratio
2022,150000,US,M,Data Engineer,mid-level,full-time,remote
2022,40000,PK,M,ML engineer,entry-level,full-time,remote
2022,56723,IN,L,Data Scientist,senior,full-time,on-site
2022,120000,US,M,Data Engineer,mid-level,full-time,on-site
2022,95000,US,M,Data Engineer,mid-level,full-time,on-site
2022,160000,US,M,Data Engineer,entry-level,full-time,on-site
2022,135000,US,M,Data Engineer,entry-level,full-time,on-site
2022,24165,IT,M,Consultant,entry-level,full-time,hybrid
2022,216000,US,M,Data Engineer,senior,full-time,remote
2022,144000,US,M,Data Engineer,senior,full-time,remote
2022,85000,US,M,Data Engineer,entry-level,full-time,on-site
2022,65000,US,M,Data Engineer,entry-level,full-time,on-site
2022,149000,US,M,Data Analyst,senior,full-time,remote
2022,119000,US,M,Data Analyst,senior,full-time,remote
2022,140000,US,M,Data Scientist,senior,full-time,on-site
2022,120000,US,M,Data Scientist,senior,full-time,on-site
2022,150000,US,M,Data Scientist,mid-level,full-time,on-site
2022,110000,US,M,Data Scientist,mid-level,full-time,on-site
2022,246000,US,M,ML engineer,senior,full-time,remote
2022,201000,US,M,ML engineer,senior,full-time,remote
2022,190000,US,M,Data Scientist,senior,full-time,on-site
2022,155000,US,M,Data Scientist,senior,full-time,on-site
2022,235000,US,M,ML engineer,senior,full-time,remote
2022,185000,US,M,ML engineer,senior,full-time,remote
2022,190000,US,M,Data Engineer,senior,full-time,remote
2022,160000,US,M,Data Engineer,senior,full-time,remote
2022,100000,US,M,Data Analyst,entry-level,full-time,remote
2022,130000,US,M,Data Engineer,mid-level,full-time,on-site
2022,115000,US,M,Data Engineer,mid-level,full-time,on-site
2022,92350,GB,M,Data Scientist,mid-level,full-time,on-site
2022,67723,GB,M,Data Scientist,mid-level,full-time,on-site
2022,105000,US,M,Data Engineer,mid-level,full-time,on-site
2022,70000,US,M,Data Engineer,mid-level,full-time,on-site
2022,204500,US,M,ML engineer,senior,full-time,on-site
2022,142200,US,M,ML engineer,senior,full-time,on-site
2022,192000,US,M,ML engineer,senior,full-time,remote
2022,164000,US,M,ML engineer,senior,full-time,remote
2022,185900,US,M,Data Engineer,senior,full-time,on-site
2022,129300,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,75000,US,M,Data Engineer,senior,full-time,on-site
2022,175000,US,M,Data Lead,senior,full-time,on-site
2022,120000,US,M,Data Lead,senior,full-time,on-site
2022,167500,US,M,Data Engineer,senior,full-time,on-site
2022,106500,US,M,Data Engineer,senior,full-time,on-site
2022,75000,US,M,Data Analyst,mid-level,full-time,remote
2022,60000,US,M,Data Analyst,mid-level,full-time,remote
2022,184000,US,M,Data Scientist,senior,full-time,remote
2022,142000,US,M,Data Scientist,senior,full-time,remote
2022,145000,US,M,Data Scientist,mid-level,full-time,on-site
2022,100000,US,M,Data Scientist,mid-level,full-time,on-site
2022,10000,MA,S,ML engineer,entry-level,full-time,hybrid
2022,31795,IN,M,Data Scientist,mid-level,full-time,remote
2022,44365,PL,S,ML engineer,mid-level,full-time,remote
2022,175000,US,M,Data Engineer,senior,full-time,on-site
2022,120000,US,M,Data Engineer,senior,full-time,on-site
2022,175000,US,M,Data Engineer,senior,full-time,on-site
2022,120000,US,M,Data Engineer,senior,full-time,on-site
2022,200000,US,M,Data Engineer,executive,full-time,on-site
2022,145000,US,M,Data Engineer,executive,full-time,on-site
2022,92350,GB,M,Data Engineer,mid-level,full-time,remote
2022,73880,GB,M,Data Engineer,mid-level,full-time,remote
2022,145000,US,M,Data Engineer,senior,full-time,on-site
2022,100000,US,M,Data Engineer,senior,full-time,on-site
2022,192000,US,M,Data Scientist,senior,full-time,remote
2022,164000,US,M,Data Scientist,senior,full-time,remote
2022,310000,US,M,Data Engineer,executive,full-time,remote
2022,239000,US,M,Data Engineer,executive,full-time,remote
2022,120000,US,M,Data Analyst,senior,full-time,on-site
2022,95000,US,M,Data Analyst,senior,full-time,on-site
2022,145000,US,M,ML engineer,senior,full-time,on-site
2022,135000,US,M,ML engineer,senior,full-time,on-site
2022,100000,US,M,Data Engineer,senior,full-time,on-site
2022,78000,US,M,Data Engineer,senior,full-time,on-site
2022,73546,ES,M,Data Engineer,senior,full-time,on-site
2022,36773,ES,M,Data Engineer,senior,full-time,on-site
2022,160000,US,M,Data Engineer,mid-level,full-time,remote
2022,120000,US,M,Data Engineer,mid-level,full-time,remote
2022,190000,US,M,Data Scientist,senior,full-time,on-site
2022,150000,US,M,Data Scientist,senior,full-time,on-site
2022,35610,IN,L,Data Engineer,mid-level,full-time,hybrid
2022,125000,CO,L,Data Scientist,senior,full-time,remote
2022,120000,US,M,Data Engineer,senior,full-time,on-site
2022,95000,US,M,Data Engineer,senior,full-time,on-site
2022,150000,US,M,Data Analyst,mid-level,full-time,on-site
2022,100000,US,M,Data Analyst,mid-level,full-time,on-site
2022,47280,ES,M,Data Scientist,senior,full-time,on-site
2022,37824,ES,M,Data Scientist,senior,full-time,on-site
2022,115934,US,M,Data Analyst,senior,full-time,remote
2022,81666,US,M,Data Analyst,senior,full-time,remote
2022,175000,US,M,Data Scientist,senior,full-time,remote
2022,140000,US,M,Data Scientist,senior,full-time,remote
2022,120000,US,M,Data Engineer,senior,full-time,on-site
2022,95000,US,M,Data Engineer,senior,full-time,on-site
2022,249500,US,M,Data Scientist,senior,full-time,on-site
2022,149850,US,M,Data Scientist,senior,full-time,on-site
2022,122500,US,M,Analytics engineer,mid-level,full-time,remote
2022,100000,US,M,Analytics engineer,mid-level,full-time,remote
2022,249500,US,M,Data Scientist,senior,full-time,on-site
2022,149850,US,M,Data Scientist,senior,full-time,on-site
2022,55000,US,M,Data Analyst,entry-level,full-time,on-site
2022,48000,US,M,Data Analyst,entry-level,full-time,on-site
2022,249500,US,M,Data Scientist,senior,full-time,on-site
2022,149850,US,M,Data Scientist,senior,full-time,on-site
2022,58837,FR,S,ML engineer,mid-level,full-time,remote
2022,190000,US,M,Data Engineer,senior,full-time,remote
2022,120000,US,M,Data Engineer,senior,full-time,remote
2022,127000,US,M,Data Analyst,senior,full-time,remote
2022,104000,US,M,Data Analyst,senior,full-time,remote
2022,210000,US,M,Data Scientist,senior,full-time,remote
2022,150000,US,M,Data Scientist,senior,full-time,remote
2022,210000,US,M,ML engineer,senior,full-time,remote
2022,150000,US,M,ML engineer,senior,full-time,remote
2022,210000,US,M,Data Engineer,senior,full-time,remote
2022,130000,US,M,Data Engineer,senior,full-time,remote
2022,182750,US,M,Data Scientist,senior,full-time,remote
2022,161500,US,M,Data Scientist,senior,full-time,remote
2022,102640,US,M,Data Analyst,mid-level,full-time,remote
2022,66100,US,M,Data Analyst,mid-level,full-time,remote
2022,210000,US,M,Data Scientist,senior,full-time,remote
2022,150000,US,M,Data Scientist,senior,full-time,remote
2022,198800,US,M,Data Engineer,senior,full-time,on-site
2022,122600,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,mid-level,full-time,remote
2022,80000,US,M,Data Engineer,mid-level,full-time,remote
2022,136000,US,M,Data Scientist,senior,full-time,remote
2022,104000,US,M,Data Scientist,senior,full-time,remote
2022,150000,US,M,Data Analyst,senior,full-time,remote
2022,100000,US,M,Data Analyst,senior,full-time,remote
2022,160000,US,M,Data Engineer,entry-level,full-time,on-site
2022,135000,US,M,Data Engineer,entry-level,full-time,on-site
2022,216000,US,M,Data Engineer,senior,full-time,remote
2022,144000,US,M,Data Engineer,senior,full-time,remote
2022,159000,US,M,Data Scientist,executive,full-time,remote
2022,130000,US,M,Data Scientist,executive,full-time,remote
2022,115934,US,M,Data Analyst,senior,full-time,remote
2022,81666,US,M,Data Analyst,senior,full-time,remote
2022,215000,US,M,Data Engineer,senior,full-time,remote
2022,150000,US,M,Data Engineer,senior,full-time,remote
2022,246000,US,M,ML engineer,senior,full-time,remote
2022,201000,US,M,ML engineer,senior,full-time,remote
2022,187000,US,M,Data Engineer,mid-level,full-time,remote
2022,153000,US,M,Data Engineer,mid-level,full-time,remote
2022,255000,MX,M,ML engineer,senior,full-time,remote
2022,185000,MX,M,ML engineer,senior,full-time,remote
2022,430967,GB,M,Data Analyst,mid-level,full-time,on-site
2022,55410,GB,M,Data Analyst,mid-level,full-time,on-site
2022,50432,ES,M,Data Analyst,senior,full-time,on-site
2022,39925,ES,M,Data Analyst,senior,full-time,on-site
2022,169000,US,M,Data Analyst,senior,full-time,on-site
2022,110600,US,M,Data Analyst,senior,full-time,on-site
2022,60938,DE,L,Data Analyst,entry-level,full-time,on-site
2022,140000,US,M,Data Analyst,senior,full-time,remote
2022,120000,US,M,Data Analyst,senior,full-time,remote
2022,75000,US,M,Data Analyst,mid-level,full-time,remote
2022,60000,US,M,Data Analyst,mid-level,full-time,remote
2022,10000,CA,S,ML engineer,senior,full-time,hybrid
2022,50000,US,L,Data Analyst,entry-level,full-time,hybrid
2022,134000,US,M,ML engineer,mid-level,full-time,remote
2022,124000,US,M,ML engineer,mid-level,full-time,remote
2022,166700,US,M,Data Analyst,senior,full-time,on-site
2022,119000,US,M,Data Analyst,senior,full-time,on-site
2022,124234,US,M,Data Scientist,entry-level,full-time,on-site
2022,74540,US,M,Data Scientist,entry-level,full-time,on-site
2022,100000,US,M,Data Analyst,mid-level,full-time,remote
2022,65000,US,M,Data Analyst,mid-level,full-time,remote
2021,16904,IN,L,Data Analyst,mid-level,full-time,hybrid
2022,200000,CA,L,Data Scientist,entry-level,full-time,hybrid
2022,12000,AR,L,ML engineer,entry-level,full-time,remote
2022,220000,US,M,Data Engineer,senior,full-time,remote
2022,146000,US,M,Data Engineer,senior,full-time,remote
2022,68293,ES,M,Data Engineer,senior,full-time,on-site
2022,36773,ES,M,Data Engineer,senior,full-time,on-site
2022,110000,US,M,Other,senior,full-time,on-site
2022,70000,US,M,Other,senior,full-time,on-site
2022,50000,US,L,Data Analyst,entry-level,full-time,hybrid
2022,120000,US,M,Data Engineer,senior,full-time,on-site
2022,95000,US,M,Data Engineer,senior,full-time,on-site
2022,150000,US,M,Data Analyst,mid-level,full-time,on-site
2022,100000,US,M,Data Analyst,mid-level,full-time,on-site
2022,47280,ES,M,Data Scientist,senior,full-time,on-site
2022,37824,ES,M,Data Scientist,senior,full-time,on-site
2022,190000,US,M,Data Architect,senior,full-time,remote
2022,135000,US,M,Data Architect,senior,full-time,remote
2022,128000,US,M,Data Scientist,senior,full-time,on-site
2022,81500,US,M,Data Scientist,senior,full-time,on-site
2022,173000,US,M,Data Scientist,senior,full-time,remote
2022,110000,US,M,Data Scientist,senior,full-time,remote
2022,192000,US,M,ML engineer,senior,full-time,on-site
2022,120000,US,M,ML engineer,senior,full-time,on-site
2022,115934,US,M,Data Analyst,senior,full-time,remote
2022,81666,US,M,Data Analyst,senior,full-time,remote
2022,120000,US,M,Data Analyst,senior,full-time,on-site
2022,95000,US,M,Data Analyst,senior,full-time,on-site
2022,190000,US,L,ML engineer,senior,full-time,remote
2022,194000,US,M,Data Engineer,senior,full-time,remote
2022,129400,US,M,Data Engineer,senior,full-time,remote
2022,201000,US,M,Data Analyst,senior,full-time,remote
2022,89200,US,M,Data Analyst,senior,full-time,remote
2022,165000,US,M,Data Scientist,senior,full-time,on-site
2022,125000,US,M,Data Scientist,senior,full-time,on-site
2022,230000,US,M,Data Scientist,senior,full-time,remote
2022,196000,US,M,Data Scientist,senior,full-time,remote
2022,130000,US,M,ML engineer,mid-level,full-time,on-site
2022,90000,US,M,ML engineer,mid-level,full-time,on-site
2022,150000,US,M,Data Scientist,mid-level,full-time,remote
2022,100000,US,M,Data Scientist,mid-level,full-time,remote
2022,230000,US,M,ML engineer,mid-level,full-time,on-site
2022,150000,US,M,ML engineer,mid-level,full-time,on-site
2022,153600,US,M,Data Engineer,senior,full-time,on-site
2022,106800,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Scientist,mid-level,full-time,remote
2022,100000,US,M,Data Scientist,mid-level,full-time,remote
2022,216000,US,M,Data Engineer,senior,full-time,remote
2022,144000,US,M,Data Engineer,senior,full-time,remote
2022,180000,US,M,Data Scientist,mid-level,full-time,on-site
2022,120000,US,M,Data Scientist,mid-level,full-time,on-site
2022,160000,US,M,Data Engineer,entry-level,full-time,on-site
2022,135000,US,M,Data Engineer,entry-level,full-time,on-site
2022,192500,US,M,Data Analyst,senior,full-time,remote
2022,140000,US,M,Data Analyst,senior,full-time,remote
2022,152500,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,65000,US,M,Data Analyst,senior,full-time,remote
2022,55000,US,M,Data Analyst,senior,full-time,remote
2022,178750,US,M,Data Engineer,senior,full-time,on-site
2022,160000,US,M,Data Engineer,senior,full-time,on-site
2022,63040,FR,M,Data Scientist,mid-level,full-time,remote
2022,52533,FR,M,Data Scientist,mid-level,full-time,remote
2022,165000,US,M,Data Scientist,mid-level,full-time,on-site
2022,135000,US,M,Data Scientist,mid-level,full-time,on-site
2022,170000,US,M,Analytics engineer,senior,full-time,remote
2022,125000,US,M,Analytics engineer,senior,full-time,remote
2022,105000,US,M,Data Engineer,senior,full-time,on-site
2022,70000,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Scientist,senior,full-time,on-site
2022,95000,US,M,Data Scientist,senior,full-time,on-site
2022,203500,US,M,Data Scientist,senior,full-time,on-site
2022,152000,US,M,Data Scientist,senior,full-time,on-site
2022,197430,US,M,Data Engineer,senior,full-time,remote
2022,134760,US,M,Data Engineer,senior,full-time,remote
2022,120000,US,M,Data Scientist,mid-level,full-time,remote
2022,197000,US,M,Data Engineer,senior,full-time,on-site
2022,99000,US,M,Data Engineer,senior,full-time,on-site
2022,220000,US,M,Data Engineer,senior,full-time,remote
2022,162000,US,M,Data Engineer,senior,full-time,remote
2022,110446,LT,M,Data Engineer,mid-level,full-time,on-site
2022,79178,LT,M,Data Engineer,mid-level,full-time,on-site
2022,70186,GB,M,Consultant,mid-level,full-time,on-site
2022,51716,GB,M,Consultant,mid-level,full-time,on-site
2022,149040,US,M,Data Architect,senior,full-time,remote
2022,113900,US,M,Data Architect,senior,full-time,remote
2020,95000,US,M,Data Analyst,mid-level,full-time,on-site
2021,115000,US,S,Data Analyst,senior,full-time,remote
2022,171000,US,L,Data Analyst,senior,full-time,remote
2022,13000,AR,S,Analytics engineer,entry-level,full-time,remote
2022,100000,US,M,Data Engineer,senior,full-time,on-site
2022,78000,US,M,Data Engineer,senior,full-time,on-site
2022,120000,US,M,Data Engineer,senior,full-time,on-site
2022,95000,US,M,Data Engineer,senior,full-time,on-site
2022,110000,US,M,Other,senior,full-time,on-site
2022,70000,US,M,Other,senior,full-time,on-site
2022,50000,BE,S,Consultant,entry-level,freelance,remote
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,150000,US,M,Data Analyst,mid-level,full-time,on-site
2022,100000,US,M,Data Analyst,mid-level,full-time,on-site
2022,230000,US,M,Data Engineer,senior,full-time,remote
2022,154600,US,M,Data Engineer,senior,full-time,remote
2022,204500,US,M,ML engineer,senior,full-time,on-site
2022,142200,US,M,ML engineer,senior,full-time,on-site
2022,160000,US,M,Data Engineer,mid-level,full-time,remote
2022,75000,US,M,Data Engineer,mid-level,full-time,remote
2022,47280,ES,M,Data Scientist,senior,full-time,on-site
2022,37824,ES,M,Data Scientist,senior,full-time,on-site
2022,213000,US,M,Data Engineer,senior,full-time,on-site
2022,152000,US,M,Data Engineer,senior,full-time,on-site
2022,140000,US,M,Data Scientist,senior,full-time,remote
2022,120000,US,M,Data Scientist,senior,full-time,remote
2022,110000,US,M,Data Scientist,senior,full-time,on-site
2022,70000,US,M,Data Scientist,senior,full-time,on-site
2022,227200,CA,M,ML engineer,senior,full-time,remote
2022,168000,CA,M,ML engineer,senior,full-time,remote
2021,20000,AS,M,ML engineer,entry-level,full-time,on-site
2022,64090,DE,M,Data Scientist,mid-level,full-time,on-site
2022,60938,DE,M,Data Scientist,mid-level,full-time,on-site
2022,243000,US,M,ML engineer,senior,full-time,remote
2022,183000,US,M,ML engineer,senior,full-time,remote
2022,175000,US,M,Data Engineer,senior,full-time,on-site
2022,150000,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Scientist,mid-level,full-time,remote
2022,90000,US,M,Data Scientist,mid-level,full-time,remote
2022,165000,US,M,Data Analyst,mid-level,full-time,on-site
2022,124000,US,M,Data Analyst,mid-level,full-time,on-site
2022,178000,CA,M,Data Engineer,senior,full-time,on-site
2022,132000,CA,M,Data Engineer,senior,full-time,on-site
2022,300000,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,169000,US,M,Data Analyst,senior,full-time,on-site
2022,110600,US,M,Data Analyst,senior,full-time,on-site
2022,116000,US,M,Data Analyst,senior,full-time,remote
2022,96000,US,M,Data Analyst,senior,full-time,remote
2022,92350,GB,M,Data Analyst,senior,full-time,on-site
2022,70186,GB,M,Data Analyst,senior,full-time,on-site
2022,105000,US,M,Data Analyst,senior,full-time,on-site
2022,70000,US,M,Data Analyst,senior,full-time,on-site
2022,105236,CA,L,Data Scientist,mid-level,full-time,hybrid
2022,194000,US,M,Data Engineer,senior,full-time,remote
2022,129400,US,M,Data Engineer,senior,full-time,remote
2022,190000,US,M,Data Architect,senior,full-time,remote
2022,135000,US,M,Data Architect,senior,full-time,remote
2022,100000,US,M,Data Analyst,senior,full-time,on-site
2022,70000,US,M,Data Analyst,senior,full-time,on-site
2022,189750,US,M,ML engineer,entry-level,full-time,on-site
2022,140250,US,M,ML engineer,entry-level,full-time,on-site
2022,130000,US,M,Data Analyst,senior,full-time,on-site
2022,100000,US,M,Data Analyst,senior,full-time,on-site
2022,160000,US,M,Data Analyst,mid-level,full-time,on-site
2022,109000,US,M,Data Analyst,mid-level,full-time,on-site
2022,250000,US,M,Data Scientist,senior,full-time,on-site
2022,150000,US,M,Data Scientist,senior,full-time,on-site
2022,206000,US,M,Data Analyst,mid-level,full-time,on-site
2022,160000,US,M,Data Analyst,mid-level,full-time,on-site
2022,135000,US,M,Data Engineer,senior,full-time,on-site
2022,120000,US,M,Data Engineer,senior,full-time,on-site
2022,115573,FR,M,ML engineer,senior,full-time,remote
2022,73546,FR,M,ML engineer,senior,full-time,remote
2022,160000,US,M,Data Engineer,entry-level,full-time,on-site
2022,135000,US,M,Data Engineer,entry-level,full-time,on-site
2022,150000,US,M,Data Analyst,mid-level,full-time,on-site
2022,100000,US,M,Data Analyst,mid-level,full-time,on-site
2022,120000,US,M,Data Engineer,mid-level,full-time,on-site
2022,95000,US,M,Data Engineer,mid-level,full-time,on-site
2022,68293,ES,M,Data Engineer,senior,full-time,on-site
2022,42026,ES,M,Data Engineer,senior,full-time,on-site
2022,191200,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,191200,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,on-site
2022,66192,DE,L,Data Scientist,entry-level,full-time,hybrid
2022,50000,US,S,ML engineer,entry-level,full-time,remote
2022,230000,US,L,Data Engineer,senior,full-time,on-site
2022,154600,US,L,Data Engineer,senior,full-time,on-site
2022,120000,US,M,Data Engineer,senior,full-time,on-site
2022,95000,US,M,Data Engineer,senior,full-time,on-site
2022,140000,US,M,Data Scientist,senior,full-time,on-site
2022,120000,US,M,Data Scientist,senior,full-time,on-site
2022,169000,US,M,Data Analyst,senior,full-time,on-site
2022,110600,US,M,Data Analyst,senior,full-time,on-site
2022,80000,US,L,Data Analyst,mid-level,full-time,remote
2022,185900,US,M,Data Engineer,senior,full-time,on-site
2022,129300,US,M,Data Engineer,senior,full-time,on-site
2022,135000,US,M,Analytics engineer,senior,full-time,on-site
2022,110000,US,M,Analytics engineer,senior,full-time,on-site
2022,155000,US,M,Data Lead,mid-level,full-time,on-site
2022,140000,US,M,Data Lead,mid-level,full-time,on-site
2022,205000,US,M,Data Engineer,senior,full-time,remote
2022,150000,US,M,Data Engineer,senior,full-time,remote
2022,179500,US,M,Data Engineer,senior,full-time,on-site
2022,134000,US,M,Data Engineer,senior,full-time,on-site
2022,180000,US,M,Data Scientist,mid-level,full-time,on-site
2022,120000,US,M,Data Scientist,mid-level,full-time,on-site
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,175000,US,M,Data Scientist,senior,full-time,remote
2022,145000,US,M,Data Scientist,senior,full-time,remote
2022,235000,US,M,Data Architect,senior,full-time,remote
2022,175000,US,M,Data Architect,senior,full-time,remote
2022,27317,ES,L,Consultant,entry-level,full-time,hybrid
2022,160000,US,M,Data Engineer,mid-level,full-time,remote
2022,90000,US,M,Data Engineer,mid-level,full-time,remote
2022,68293,ES,M,Data Engineer,senior,full-time,on-site
2022,36773,ES,M,Data Engineer,senior,full-time,on-site
2022,145000,US,M,Data Engineer,senior,full-time,on-site
2022,115000,US,M,Data Engineer,senior,full-time,on-site
2022,165000,US,M,Other,mid-level,full-time,on-site
2022,135000,US,M,Other,mid-level,full-time,on-site
2022,168400,US,M,Data Engineer,senior,full-time,on-site
2022,105200,US,M,Data Engineer,senior,full-time,on-site
2022,86193,GB,M,ML engineer,mid-level,full-time,remote
2022,49253,GB,M,ML engineer,mid-level,full-time,remote
2022,200000,US,M,Data Engineer,senior,full-time,on-site
2022,160000,US,M,Data Engineer,senior,full-time,on-site
2022,47280,ES,M,Data Scientist,senior,full-time,on-site
2022,37824,ES,M,Data Scientist,senior,full-time,on-site
2022,198800,US,M,Data Scientist,senior,full-time,on-site
2022,122600,US,M,Data Scientist,senior,full-time,on-site
2022,100000,IR,M,ML engineer,entry-level,freelance,remote
2022,105066,FR,M,Data Analyst,mid-level,full-time,hybrid
2022,130000,US,M,Data Analyst,senior,full-time,on-site
2022,100000,US,M,Data Analyst,senior,full-time,on-site
2022,104663,GB,M,Analytics engineer,mid-level,full-time,on-site
2022,73880,GB,M,Analytics engineer,mid-level,full-time,on-site
2022,125000,US,M,Data Engineer,senior,full-time,remote
2022,110000,US,M,Data Engineer,senior,full-time,remote
2022,165000,US,M,Data Analyst,mid-level,full-time,on-site
2022,124000,US,M,Data Analyst,mid-level,full-time,on-site
2022,148000,US,M,Data Scientist,senior,full-time,remote
2022,107000,US,M,Data Scientist,senior,full-time,remote
2022,150000,US,M,Data Analyst,mid-level,full-time,on-site
2022,100000,US,M,Data Analyst,mid-level,full-time,on-site
2022,160000,US,M,Data Engineer,entry-level,full-time,on-site
2022,135000,US,M,Data Engineer,entry-level,full-time,on-site
2022,120000,US,M,Data Engineer,mid-level,full-time,on-site
2022,95000,US,M,Data Engineer,mid-level,full-time,on-site
2022,153600,US,M,Data Engineer,senior,full-time,on-site
2022,106800,US,M,Data Engineer,senior,full-time,on-site
2022,100000,CA,M,Data Analyst,mid-level,full-time,on-site
2022,65000,CA,M,Data Analyst,mid-level,full-time,on-site
2022,120000,US,M,Data Engineer,mid-level,full-time,on-site
2022,95000,US,M,Data Engineer,mid-level,full-time,on-site
2022,63040,PT,M,Data Engineer,senior,full-time,on-site
2022,36773,PT,M,Data Engineer,senior,full-time,on-site
2022,310000,US,M,Data Engineer,executive,full-time,remote
2022,239000,US,M,Data Engineer,executive,full-time,remote
2022,299500,US,M,Data Lead,senior,full-time,on-site
2022,245100,US,M,Data Lead,senior,full-time,on-site
2022,168000,US,M,Data Scientist,senior,full-time,remote
2022,130000,US,M,Data Scientist,senior,full-time,remote
2022,136000,US,M,Data Scientist,senior,full-time,remote
2022,104000,US,M,Data Scientist,senior,full-time,remote
2022,161000,US,M,Data Engineer,mid-level,full-time,remote
2022,118000,US,M,Data Engineer,mid-level,full-time,remote
2022,205000,US,M,Data Scientist,senior,full-time,remote
2022,184000,US,M,Data Scientist,senior,full-time,remote
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,247500,US,M,Data Lead,senior,full-time,on-site
2022,172200,US,M,Data Lead,senior,full-time,on-site
2022,68293,IT,L,Data Lead,senior,full-time,on-site
2022,177000,US,M,Data Analyst,senior,full-time,on-site
2022,131000,US,M,Data Analyst,senior,full-time,on-site
2022,205000,US,M,Data Scientist,senior,full-time,remote
2022,184000,US,M,Data Scientist,senior,full-time,remote
2022,146000,US,M,Data Engineer,senior,full-time,on-site
2022,102000,US,M,Data Engineer,senior,full-time,on-site
2022,169000,US,M,Data Analyst,senior,full-time,on-site
2022,110600,US,M,Data Analyst,senior,full-time,on-site
2022,230000,US,M,Data Scientist,senior,full-time,remote
2022,196000,US,M,Data Scientist,senior,full-time,remote
2022,135000,US,M,Data Engineer,senior,full-time,on-site
2022,100000,US,M,Data Engineer,senior,full-time,on-site
2022,80000,US,M,Data Engineer,mid-level,full-time,on-site
2022,65000,US,M,Data Engineer,mid-level,full-time,on-site
2022,135000,US,M,Data Engineer,senior,full-time,on-site
2022,100000,US,M,Data Engineer,senior,full-time,on-site
2022,61566,GB,M,Data Engineer,senior,full-time,remote
2022,43096,GB,M,Data Engineer,senior,full-time,remote
2022,175000,US,M,Data Engineer,mid-level,full-time,remote
2022,135000,US,M,Data Engineer,mid-level,full-time,remote
2022,80000,US,M,Data Scientist,entry-level,full-time,on-site
2022,231250,US,M,Data Engineer,senior,full-time,remote
2022,138750,US,M,Data Engineer,senior,full-time,remote
2022,193750,US,M,Analytics engineer,senior,full-time,remote
2022,116250,US,M,Analytics engineer,senior,full-time,remote
2022,231250,US,M,Data Engineer,senior,full-time,remote
2022,138750,US,M,Data Engineer,senior,full-time,remote
2022,231250,US,M,Analytics engineer,senior,full-time,remote
2022,138750,US,M,Analytics engineer,senior,full-time,remote
2022,231250,US,M,Analytics engineer,senior,full-time,remote
2022,138750,US,M,Analytics engineer,senior,full-time,remote
2022,193750,US,M,Data Engineer,senior,full-time,remote
2022,116250,US,M,Data Engineer,senior,full-time,remote
2022,208000,US,M,Data Scientist,senior,full-time,remote
2022,127000,US,M,Data Scientist,senior,full-time,remote
2022,300000,US,M,Data Scientist,senior,full-time,remote
2022,196000,US,M,Data Scientist,senior,full-time,remote
2022,204500,US,M,ML engineer,senior,full-time,on-site
2022,142200,US,M,ML engineer,senior,full-time,on-site
2021,45555,AS,M,Other,mid-level,freelance,hybrid
2022,185900,US,M,Data Engineer,senior,full-time,on-site
2022,129300,US,M,Data Engineer,senior,full-time,on-site
2022,47280,ES,M,Data Scientist,senior,full-time,on-site
2022,37824,ES,M,Data Scientist,senior,full-time,on-site
2022,204500,US,M,ML engineer,senior,full-time,on-site
2022,142200,US,M,ML engineer,senior,full-time,on-site
2022,205000,US,M,Data Scientist,senior,full-time,remote
2022,185000,US,M,Data Scientist,senior,full-time,remote
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,247500,US,M,ML engineer,senior,full-time,on-site
2022,172200,US,M,ML engineer,senior,full-time,on-site
2022,160000,US,M,Data Engineer,entry-level,full-time,on-site
2022,135000,US,M,Data Engineer,entry-level,full-time,on-site
2022,150000,US,M,Data Analyst,mid-level,full-time,on-site
2022,100000,US,M,Data Analyst,mid-level,full-time,on-site
2022,110000,US,M,Data Analyst,senior,full-time,on-site
2022,95000,US,M,Data Analyst,senior,full-time,on-site
2022,185900,US,M,Data Scientist,senior,full-time,on-site
2022,129300,US,M,Data Scientist,senior,full-time,on-site
2022,205000,US,M,Data Scientist,senior,full-time,remote
2022,184000,US,M,Data Scientist,senior,full-time,remote
2022,17684,HU,M,Data Scientist,entry-level,full-time,remote
2022,375000,US,L,Data Lead,senior,full-time,hybrid
